1617	Negative Gearing has subsidised the property market which interferes with a true open market. Very selective ideology from the LNP #ausvotes	10002	negative	false
1618	Safety glasses on, @billshortenmp chats to apprentices at Swinburne TAFE in seat of Deakin #ausvotes https://t.co/1ZwTBy1Ivk	10001	neutral	false
1619	@mathiascormann empirical evidence, just quote your press release..love it? isn't pathology bulk billing ending after jul 1? #ausvotes	10005	negative	true
1620	"We have two parties that are failing to transition Australia to the #cleanenergy economy," says @RichardDiNatale  #auspol	10003	neutral	false
1621	We all want #Jobsandgrowth pity @LiberalAus can't deliver. #recessionandunemployement is all they offer. #auspol #ausvotes #ausvotes2016	10001	negative	true
1622	This is Malcolm Turnbull's idea of #Medicare, this is what happens when you rip $57 billion from Hospitals #auspol https://t.co/XTHPKZaWPa	10003	negative	false
1623	LNP know about border protection, deaths at sea. They also know about border breeches of other nations like Iraq &amp; starting boats #ausvotes	10017	negative	false
1624	@Greens @RichardDiNatale the economy of Tasmania is proof of what happens when #greens have to much influence #auspol	10003	negative	false
1625	The Prime Minister is talking up how he's stopped the boats. Remind me why Abbott was replaced by Turnbull? #ausvotes	10008	negative	false
1626	#Essential 50% think it is likely that the Liberal party will attempt to privatise Medicare if they win the federal election. #ausvotes	10005	neutral	false
1627	Scott Mo has come out and says "Malcolm has promised.....". So Morrison won't say he will not privatise Medicare? #ausvotes	10005	neutral	false
1628	Ppl with most support for Labor's fantasy NBN have no idea of Internet traffic realities. You can't all download movies at once. #auspol	10015	negative	false
1629	#auspol #ausvotes  Every time you see a Labor voter marching in support of diversity this is what they support https://t.co/z7K0UprwzQ	10006	neutral	false
1630	We took food grown in #NewEngland impacted by #climate change to @Barnaby_Joyce's office asking him to act #ausvotes https://t.co/wkfuTcLDLr	10013	neutral	false
1631	I really don't like or trust Turnbull. What is his obsession with Muslims? #ausvotes https://t.co/HwTpnDSONO	10006	negative	false
1632	When Turnbull denies a fair go for th poor &amp; then capitalises on the system for personal gain HES CORRUPTED #Auspol https://t.co/5rpzSLCQIz	10000	negative	false
1633	“The @Greens’ foreign + security policies are now worth of serious consideration” – Mark Beeson. https://t.co/CcZcloev1N #auspol	10016	neutral	false
1634	"The cost of not giving this sort of telecommunications infrastructure to regional Aus is that people will leave," @RichardDiNatale #auspol	10014	neutral	false
1635	Does wind power save any generation with coal? @AussieGreens @YoungGreensParty @alp #Auspol2016 #Auspol	10019	neutral	false
1636	@ABCthedrum #parakeelia, even Liberal Party staffers are calling it money laundering.  #indivotes #ausvotes #auspol	10000	negative	false
1637	@Feeney4Batman @AustralianLabor @unionsaustralia Labor has been unable to commit to NOT reducing penalty rates, so no protection #auspol	10001	negative	false
1638	@TurnbullMalcolm refuses to take questions on #NBNgate But goes full attack on labor And the media seems to be obliging #ausvotes #nbnFraud	10015	negative	false
1639	.@JulieBishopMP "in my view it would be better for Australia to have strong #UK in #EU" #Brexit #auspol #ausvotes	10017	neutral	false
1640	Remember when Abbott was encouraging 'women of calibre' to breed. #putLNPlast #ausvotes A vote for the LNP is a vote for Abbott.	10006	negative	false
1641	Boats not working. Black holes not working. Turnbull not working. The coalition have nothing #auspol #ausvotes https://t.co/TP6kB72vQR	10008	negative	false
1642	I despair of the thought LNP wins and PM. cuts more of Education, Medicare, Pensions etc. Worse, Abbott returns! @taodehaas #ausvotes	10005	negative	false
1643	Why doesn't LNP want Australians to have world-standard internet? For $56b Aust currently ranked 60 &amp; declining #auspol Fix #nbn #ausvotes	10015	negative	false
1644	With "friends" like these .... Only @AustralianLabor will do the right thing on #climatechange  #ausvotes https://t.co/jsUaaL9fwr	10013	positive	false
1645	Malcolm Turnbull on 3AW: "Absolutely, completely, unequivocally, Medicare will not be privatised, it will never be privatised." #ausvotes	10005	neutral	false
1646	A deluded Tony Windsor thinks we are faced with the loss of the dairy industry &amp; Australia will get its milk from NZ. #agchatoz #auspol	10018	negative	false
1647	more Liberal waste, they know how to spend up big with Taxpayers $$ #Auspol #ausvotes https://t.co/GoYFWghd6f	10003	negative	false
1648	The Abbott govt left the door open to an #ETS &amp; it's not what LNP faithful were led to expect at #NoCarbonTax rallies since 2010. #Ausvotes	10013	neutral	false
1649	#Parakeelia development: Liberal Party letters change women's surnames to match male housemates' #TheDrum #AUSvotes https://t.co/N0YCuuWAVM	10000	negative	false
1650	Nanette from #Macquarie is getting involved bc of Liberal cuts to #Medicare, lack of jobs for her kids. #ausvotes https://t.co/t9jMN7ReCk	10005	negative	false
1651	@peterbayley This #Spendometer crap is the height of hypocrisy considering the last week and #NBNCo blowouts on Turnbull's watch #ausvotes	10015	negative	false
1652	Turnbull's government condones gang rape.. https://t.co/vanQXfUQVa #Auspol #Ausvotes #Asylumseekers #PNG https://t.co/j2GiLnjUPI	10008	negative	false
1653	Greens: Dutton does Turnbull’s dirty work with TPV tirade https://t.co/2NWkBiTRS1 via @Greens #ausvotes	10008	neutral	false
1654	? SAVE MEDICARE ? DON'T VOTE LNP ? SAVE MEDICARE  ? DON'T VOTE LNP #ausvotes  https://t.co/uB1D6CrhYS	10005	negative	false
1655	By claiming that refugees will take your jobs, Immigation, Foreign &amp; Finance Ministers say that Turnbull's Jobs &amp; Growth is a lie. #auspol	10008	negative	false
1656	"We've become a society which cannot house its own children" @Bowenchris #npc #budgetreply #auspol	10003	neutral	false
1657	.@2GB873 's Alan Jones asks @TurnbullMalcolm how to turn around polls. PM says it's a clear choice - economic plan vs higher taxes #ausvotes	10003	neutral	false
1658	Turnbull’s self-identification as a feminist makes me want to gag. Every single LNP cut effects women directly &amp; negativly !  #ausvotes	10006	negative	false
1659	Official: No changes to Medicare. Labor found to be lying about the whole thing as per usual. #ausvotes #auspol https://t.co/JejvGUrDB3	10005	negative	false
1660	#auspol #NBN/Gov complaint to #AFP was about #IntellectualProperty distribution. &amp;There we have it #LNP thinks the truth is their property	10015	negative	true
1661	#Indigenous #education: Government programs have done nothing to improve situation. #ausbiz #auspol #Aboriginal https://t.co/DKHshpWRpP	10010	negative	false
1662	ALP wanted this jihadi in Parliament. How much worse can it get? #Auspol #Ausvotes @billshortenmp @TurnbullMalcolm https://t.co/IBVOdjnUPm	10016	negative	false
1663	Only @AustralianLabor wants to have an adult conversation about budget repair @DrCraigEmerson #Malware #ausvotes https://t.co/ZJg1HaWkoa	10003	positive	false
1664	#auspol Turnbull's tax plan will deliver multi-billion-dollar 'gift' to US Treasury, research shows https://t.co/dfW3GKPCdn via @abcnews	10002	negative	false
1665	Here's what Hadley asked Peter Dutton about the #abc730/#Fairfax reports on visa rorting in his dept: " " Nothing. #ausvotes	10008	negative	false
1666	#auspol If Turnbull chooses a racist agenda as his quest to hold  PM job he has misunderstood the sentiment of the Australian community	10006	negative	false
1667	Remember that one of seven points in lib$ jobs/growth plan is a $50B sub bill to keep Chris Pyne's job https://t.co/3zIfhBqHhb #auspol #burn	10001	negative	false
1668	How have they so easily become so blinded by the LNP LIES - debt has skyrocketed under the Liberals #4Corners #auspol	10000	negative	false
1669	.@Bowenchris says Budget "iron ore and wages assumptions haven't survived contact with economic reality" @ABCNews24 #ausvotes #npc @abcnews	10003	neutral	false
1670	.@RichardDiNatale "Water is a major issue. What we're seeing in the lower Darling is a man-made crisis." #ausvotes #auspol	10013	neutral	false
1671	If cruelty on #Manus and #Nauru is justified and moral because it “stops the boats”, then why secrecy and lies? #ausvotes #Greens16 #auspol	10008	positive	false
1672	.@TurnbullMalcolm 49 #LGBT murdered &amp; you still want a plebiscite HATE campaign?! #LeadersDebate #ausvotes #auspol https://t.co/DMTDDPcFQU	10006	negative	false
1673	Your purported "response" to the latest round of extreme #liveexport cruelty has been feeble &amp; embarrassing as always @Barnaby_Joyce #Auspol	10018	negative	false
1674	More lies from Turnbull &amp; ScoMo. Government 'continues to lie' about negative gearing: Labor https://t.co/st5vtBGLt4 #auspol #ausvotes	10002	negative	false
1675	#LockOnWithMe #4corners #inequality #stopStateTerrorism by #LNP on #humanrights #abc730  #auspol #ausvotes 23rd June https://t.co/xPSpLfu1t8	10016	negative	false
1676	Bill: Turnbull is running scared of the reaction of the Australian people. Aussies don't like it when Liberals mess with Medicare. #ausvotes	10005	neutral	false
1677	? STOP THE VOTES ? DON'T VOTE LNP ? STOP THE VOTES ? DON'T VOTE LNP #ausvotes #refugeeswelcome https://t.co/O2YG91gGo9	10008	negative	false
1678	BREAKING: On the advice of Barnaby Joyce, Border Force is now using live cattle to reward refugees for turning their boats around. #auspol	10008	negative	true
1679	On the contrary, ALP &amp; Greens helped LNP pass another #CarbonTax/#ETS. Why are Lefties in denial of this? #Ausvotes https://t.co/U9XiQfrhtg	10002	neutral	false
1680	#trumpsopoor he wants to sell all #Medicare like #Australia  #LNP but #Malcolm Turncoat has not a hashtag #ausvotes https://t.co/VMgIYWvJo5	10005	negative	false
1681	Port of Eden upgrade announced by @TurnbullMalcolm. Do they include #sealevelrise impact #climatechange? #ausvotes https://t.co/RpJWqlFuRI	10013	neutral	false
1682	@SimonBanksHB @ScottMorrisonMP I thought he made up what he's going to say EVERYDAY,including Labor policy,costings #ausvotes2016 #LNPfail	10003	negative	true
1683	Of course, a crackdown on welfare overpayment will save whatever it saves whether it is Labor or the LNP. #ausvotes https://t.co/2fvuMvxCLc	10003	neutral	false
1684	.@MathiasCormann any comment on this serious rorting under #ChFTA ? https://t.co/IEh21EexLN #ausvotes	10003	negative	false
1685	@jakegriffiths @charliepick @TurnbullMalcolm to be fair though startup investment has increased significant under Malcolm. #auspol #ausvotes	10012	positive	false
1686	Oh @firstdogonmoon you've done it again. 'Malcolm Turnbull &amp; the Panama Papers. It just does't...' @guardian #auspol https://t.co/xWnGwnxn6V	10000	negative	false
1687	Did you know that the LNP supports selling seabed lots in the Great Barrier Reef to underwatwer dwelling developers from Mars? #ausvotes	10013	negative	true
1688	#OzEarlyEd: "#Labor promising more savings as it promote $3 billion #childcare package" PM https://t.co/79qKhssBdK #ausvotes	10003	neutral	false
1689	LNP have had majority Govt last 3 years and haven't passed one budget. ALP passed all 3 budgets in Minority Govt. Chaos? #thedrum #ausvotes	10003	negative	false
1690	Would be good if labor talk about something else not just health education and Medicare,oh right got nothing else #ausvotes #auspol	10005	negative	false
1691	Turnbull suggests Australia is not responsible for asylum seekers held offshore https://t.co/BkEsnRberQ why are taxpayers paying? #auspol	10003	negative	false
1692	We've an aging population so #LNP's answer is to privatize #Medicare so aging Aussies battle with profit motive health providers ? #ausvotes	10003	negative	false
1693	Oi ! Wake up ! Turnbull's #Spendometer on #NBNCo is about 6 submarines over what he promised Australia ! #ausvotes https://t.co/TLXtJ5ZRpE	10015	negative	true
1694	@abc730 the.question is does pyne want our p?iv records held o/s with a priv co #auspol.#ourprivacymatters	10016	neutral	false
1695	Drivelling Cormann. If the refugee intake is 'unsustainable' under the economy how did Oz take Vietnamese people in the 70's ? #ausvotes	10003	negative	false
1696	Turnbull says #SSM plebiscite &amp; indigenous recognition vote won't be on same day. Council to report to him "over the nxt few mths" #auspol	10006	neutral	false
1697	Another Liberal failure https://t.co/ak7kkbGFpC #auspol #ausvotes #LNPfail #JobsonGroath https://t.co/L7Gp3kA4Gn	10003	negative	true
1698	#auspol #ausvotes 2016 @TurnbullMalcolm @ScottmorrisonMP adopt trickle-down economics. In 1980 so did Ronald Reagan https://t.co/MS0snxId9B	10003	neutral	false
1699	Turnbull's lower deficits rely not just on cuts to health &amp; ed but austerity measures in the 2014 budget. #ausvotes  https://t.co/ohteGCXtMh	10003	neutral	false
1700	#Australian's need to think #SERIOUSLY about this as the #Liberals cut penalty rates and Pension indexing. #auspol https://t.co/72S1ox8inH	10001	neutral	false
1701	@1petermartin @smh @theage labor NG policy impacts middle income wage earners more than wealthy investors. Policy fail. #auspol	10002	negative	false
1702	The Liberals have hung working ppl out to dry. Prepoll in Deakin #ausvotes #BetterFuture https://t.co/MDfsE7bX0c	10006	negative	false
